id,assists,bonus,bps,clean_sheets,creativity,goals_conceded,goals_scored,ict_index,influence,minutes,own_goals,penalties_missed,penalties_saved,red_cards,saves,threat,yellow_cards,starts,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,clearances_blocks_interceptions,recoveries,tackles,defensive_contribution,added,chance_of_playing_next_round,chance_of_playing_this_round,code,draft_rank,dreamteam_count,ep_next,ep_this,event_points,first_name,form,in_dreamteam,news,news_added,news_return,news_updated,points_per_game,second_name,squad_number,status,total_points,web_name,influence_rank,influence_rank_type,creativity_rank,creativity_rank_type,threat_rank,threat_rank_type,ict_index_rank,ict_index_rank_type,form_rank,form_rank_type,points_per_game_rank,points_per_game_rank_type,corners_and_indirect_freekicks_order,corners_and_indirect_freekicks_text,direct_freekicks_order,direct_freekicks_text,penalties_order,penalties_text,element_type,team
17,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,2025-07-20T23:14:20.892944Z,,,184029,17,0,3.1,,0,Martin,0.0,False,,,,,0.0,Ødegaard,,a,0,Ødegaard,674,297,674,297,674,297,674,297,645,286,56,28,,,,,,,3,1
18,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,2025-07-20T23:14:20.895606Z,,,248857,39,0,2.8,,0,Noni,0.0,False,,,,,0.0,Madueke,,a,0,Madueke,657,289,658,289,658,289,658,289,627,276,63,31,,,,,,,3,1
19,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,2025-07-20T23:14:20.898296Z,,,444145,43,0,2.8,,0,Gabriel,0.0,False,,,,,0.0,Martinelli Silva,,a,0,Martinelli,659,290,659,290,659,290,659,290,630,278,64,32,,,,,,,3,1
20,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,2025-07-20T23:14:20.901062Z,75,75,116216,42,0,2.8,,0,Leandro,0.0,False,Groin Injury - 75% chance of playing,2025-08-10T18:00:05.270079Z,,,0.0,Trossard,,d,0,Trossard,650,282,651,282,651,282,651,282,620,269,45,23,,,,,,,3,1
21,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,2025-07-20T23:14:20.903755Z,,,204480,48,0,2.7,,0,Declan,0.0,False,,,,,0.0,Rice,,a,0,Rice,626,265,627,265,627,265,627,265,594,250,79,39,,,,,,,3,1
22,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,2025-07-20T23:14:20.906379Z,,,195384,98,0,2.6,,0,Mikel,0.0,False,,,,,0.0,Merino Zazón,,a,0,Merino,595,244,596,244,595,244,596,244,562,230,112,53,,,,,,,3,1
23,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,2025-07-20T23:14:20.909051Z,,,438098,205,0,2.5,,0,Fábio,0.0,False,,,,,0.0,Ferreira Vieira,,a,0,Fábio Vieira,542,211,543,211,542,211,543,211,510,197,642,285,,,,,,,3,1
24,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,2025-07-20T23:14:20.911699Z,,,128295,149,0,2.5,,0,Christian,0.0,False,,,,,0.0,Nørgaard,,a,0,Nørgaard,501,184,502,184,499,183,502,184,468,170,127,60,,,,,,,3,1
25,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,2025-07-20T23:14:20.914345Z,,,499175,153,0,2.5,,0,Ethan,0.0,False,,,,,0.0,Nwaneri,,a,0,Nwaneri,565,223,566,223,565,223,566,223,532,209,189,81,,,,,,,3,1
26,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,2025-07-20T23:14:20.916946Z,,,481655,139,0,2.5,,0,Martín,0.0,False,,,,,0.0,Zubimendi Ibáñez,,a,0,Zubimendi,558,220,559,220,558,220,559,220,525,206,645,288,,,,,,,3,1
27,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,2025-07-20T23:14:20.919559Z,,,200641,284,0,2.0,,0,Reiss,0.0,False,,,,,0.0,Nelson,,a,0,Nelson,387,113,387,113,384,112,388,113,356,99,220,96,,,,,,,3,1
28,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,2025-07-20T23:14:20.922187Z,,,588796,426,0,1.5,,0,Ismeal,0.0,False,,,,,0.0,Kabia,,a,0,Kabia,330,80,330,80,325,78,331,80,299,67,577,239,,,,,,,3,1
29,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,2025-07-20T23:14:20.924824Z,,,437742,470,0,1.5,,0,Albert,0.0,False,,,,,0.0,Sambi Lokonga,,a,0,Sambi,228,22,227,22,221,20,229,22,199,9,508,191,,,,,,,3,1
30,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,2025-07-20T23:14:20.927395Z,,,219847,27,0,2.9,,0,Kai,0.0,False,,,,,0.0,Havertz,,a,0,Havertz,666,65,666,65,666,65,666,65,637,62,35,9,,,,,,,4,1
31,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,2025-07-20T23:14:20.930026Z,0,0,205651,76,0,0.0,,0,Gabriel,0.0,False,Knee injury - Unknown return date,2025-07-21T10:00:04.697564Z,,,0.0,Fernando de Jesus,,i,0,G.Jesus,627,54,628,55,628,55,628,55,595,51,190,19,,,,,,,4,1
32,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,2025-07-20T23:14:20.932628Z,0,0,98980,259,0,0.0,,0,Emiliano,0.0,False,Suspended until 23 Aug,2025-07-21T10:00:04.758838Z,,,0.0,Martínez Romero,,s,0,Martinez,364,70,364,69,359,69,365,70,330,64,133,20,,,,,,,1,2
33,0,0,29,1,0.0,0,0,0.0,0.0,90,0,0,0,0,3,0.0,0,1,0.00,0.00,0.00,1.47,1,12,0,0,2025-07-20T23:14:20.935251Z,,,72147,433,0,1.8,,7,Marco,7.0,False,,,,,7.0,Bizot,,a,7,M.Bizot,160,50,159,48,151,48,161,50,130,46,490,68,,,,,,,1,2
34,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,2025-07-20T23:14:20.937942Z,0,0,462492,583,0,0.5,,0,Joe,0.0,False,Has joined Port Vale on loan for the rest of the season.,2025-08-12T07:40:37.843391Z,,,0.0,Gauci,,u,0,Gauci,87,30,86,28,77,28,88,30,55,26,437,52,,,,,,,1,2
35,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,2025-07-20T23:14:20.940598Z,0,0,462381,638,0,0.5,,0,Filip,0.0,False,Has joined Stevenage permanently.,2025-07-30T14:08:21.698398Z,,,0.0,Marschall,,u,0,Marschall,86,29,85,27,76,27,87,29,54,25,436,51,,,,,,,1,2
36,0,0,25,1,0.0,0,0,0.0,0.0,90,0,0,0,0,0,0.0,0,1,0.00,0.00,0.00,1.47,9,2,2,11,2025-07-20T23:14:20.943191Z,,,199796,382,0,1.4,,8,Matty,8.0,True,,,,,8.0,Cash,,a,8,Cash,191,117,190,117,182,112,192,117,161,106,153,46,,,,,,,2,2
37,0,0,22,1,0.0,0,0,0.0,0.0,90,0,0,0,0,0,0.0,0,1,0.00,0.02,0.02,1.47,5,3,2,7,2025-07-20T23:14:20.945830Z,,,101188,384,0,1.4,,6,Lucas,6.0,False,,,,,6.0,Digne,,a,6,Digne,166,99,165,99,157,94,167,99,136,88,150,43,,,,,,,2,2
38,0,0,15,1,0.0,0,0,0.0,0.0,65,0,0,0,1,0,0.0,0,1,0.00,0.01,0.01,1.16,3,1,1,4,2025-07-20T23:14:20.948385Z,,,199798,359,0,1.4,,3,Ezri,3.0,False,,,,,3.0,Konsa Ngoyo,,a,3,Konsa,192,118,191,118,183,113,193,118,162,107,130,36,,,,,,,2,2
39,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,2025-07-20T23:14:20.951001Z,,,441302,389,0,1.4,,0,Ian,0.0,False,,,,,0.0,Maatsen,,a,0,Maatsen,233,145,232,145,226,141,234,145,204,135,242,85,,,,,,,2,2
40,0,0,25,1,0.0,0,0,0.0,0.0,90,0,0,0,0,0,0.0,0,1,0.00,0.00,0.00,1.47,5,2,0,5,2025-07-20T23:14:20.953563Z,,,149484,419,0,1.4,,6,Tyrone,6.0,False,,,,,6.0,Mings,,a,6,Mings,179,109,178,109,170,104,180,109,149,98,95,17,,,,,,,2,2
41,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,2025-07-20T23:14:20.956174Z,,,244954,424,0,1.4,,0,Pau,0.0,False,,,,,0.0,Torres,,a,0,Pau,224,142,223,142,216,138,225,142,194,132,205,71,,,,,,,2,2
42,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,2025-07-20T23:14:20.958835Z,25,25,606798,581,0,0.5,,0,Andrés,0.0,False,Knock - 25% chance of playing,2025-08-10T22:00:04.418109Z,,,0.0,García,,d,0,A.García,148,86,147,86,139,81,149,86,117,74,332,117,,,,,,,2,2
43,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,2025-07-20T23:14:20.961423Z,,,106468,561,0,0.5,,0,Álex,0.0,False,,,,,0.0,Moreno Lopera,,a,0,Alex Moreno,42,15,41,15,32,9,43,15,12,3,203,69,,,,,,,2,2
44,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,2025-07-20T23:14:20.964063Z,,,515597,626,0,0.5,,0,Lamare,0.0,False,,,,,0.0,Bogarde,,a,0,Bogarde,114,58,113,58,105,53,115,58,83,46,383,135,,,,,,,2,2
45,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,2025-07-20T23:14:20.966638Z,,,514315,623,0,0.5,,0,Lino,0.0,False,,,,,0.0,da Cruz Sousa,,a,0,Sousa,112,56,111,56,103,51,113,56,81,44,459,176,,,,,,,2,2
46,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,2025-07-20T23:14:20.969212Z,,,587178,620,0,0.5,,0,Yasin,0.0,False,,,,,0.0,Özcan,,a,0,Yasin,141,80,140,80,132,75,142,80,110,68,479,191,,,,,,,2,2
47,0,0,7,1,0.0,0,0,0.0,0.0,90,0,0,0,0,0,0.0,0,1,0.00,0.05,0.05,1.47,1,5,1,7,2025-07-20T23:14:20.971829Z,100,100,244850,30,0,1.8,,3,Morgan,3.0,False,,2025-08-10T22:00:04.458365Z,,,3.0,Rogers,,a,3,Rogers,655,287,656,287,656,287,656,287,625,274,26,15,,,,,,,3,2
48,0,0,5,1,0.0,0,0,0.0,0.0,90,0,0,0,0,0,0.0,0,1,0.00,0.01,0.01,1.47,3,2,2,7,2025-07-20T23:14:20.974390Z,,,166989,91,0,1.6,,3,Youri,3.0,False,,,,,3.0,Tielemans,,a,3,Tielemans,590,240,591,240,590,240,591,240,557,226,101,48,,,,,,,3,2
49,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,2025-07-20T23:14:20.976991Z,,,215711,160,0,1.5,,0,Leon,0.0,False,,,,,0.0,Bailey,,a,0,Bailey,522,198,523,198,522,198,523,198,491,185,251,114,,,,,,,3,2
50,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,2025-07-20T23:14:20.979545Z,,,195546,203,0,1.5,,0,Emiliano,0.0,False,,,,,0.0,Buendía Stati,,a,0,Buendía,513,193,514,193,511,192,514,193,479,178,381,181,,,,,,,3,2
51,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,2025-07-20T23:14:20.982177Z,,,469247,204,0,1.5,,0,Samuel,0.0,False,,,,,0.0,Iling-Junior,,a,0,Iling Jr,554,217,555,217,554,217,555,217,521,203,644,287,,,,,,,3,2
52,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,2025-07-20T23:14:20.984840Z,,,232653,151,0,1.5,,0,Jacob,0.0,False,,,,,0.0,Ramsey,,a,0,J.Ramsey,530,204,531,204,530,204,531,204,498,190,211,93,,,,,,,3,2
53,0,0,4,0,0.0,0,0,0.0,0.0,6,0,0,0,0,0,0.0,0,0,0.03,0.00,0.03,0.09,0,0,0,0,2025-07-20T23:14:20.987436Z,,,204646,148,0,1.5,,1,Donyell,1.0,False,,,,,1.0,Malen,,a,1,Malen,517,196,518,196,515,195,518,196,484,182,196,84,,,,,,,3,2
54,0,0,9,1,0.0,0,0,0.0,0.0,83,0,0,0,0,0,0.0,0,1,0.00,0.09,0.09,1.38,0,7,0,7,2025-07-20T23:14:20.994144Z,,,122806,154,0,1.5,,3,John,3.0,False,,,,,3.0,McGinn,,a,3,McGinn,498,182,499,182,496,181,499,182,465,168,209,92,,,,,,,3,2
55,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,2025-07-20T23:14:20.996859Z,25,25,88894,267,0,1.0,,0,Ross,0.0,False,Knock - 25% chance of playing,2025-08-10T22:00:04.469618Z,,,0.0,Barkley,,d,0,Barkley,362,98,362,98,357,96,363,98,328,82,219,95,,,,,,,3,2
56,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,2025-07-20T23:14:20.999615Z,0,0,491287,346,0,0.0,,0,Enzo,0.0,False,Season-long loan to Benfica,2025-07-22T13:50:13.193555Z,,,0.0,Barrenechea,,u,0,Barrenechea,458,154,458,154,455,153,459,154,425,140,618,267,,,,,,,3,2
57,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,2025-07-20T23:14:21.002243Z,,,461421,341,0,1.0,,0,Lewis,0.0,False,,,,,0.0,Dobbin,,a,0,Dobbin,440,142,440,142,437,141,441,142,409,129,612,261,,,,,,,3,2
58,0,0,12,1,0.0,0,0,0.0,0.0,90,0,0,0,0,0,0.0,1,1,0.05,0.03,0.08,1.47,3,6,1,10,2025-07-20T23:14:21.005214Z,,,226944,281,0,1.0,,2,Boubacar,2.0,False,,,,,2.0,Kamara,,a,2,Kamara,412,126,412,126,409,125,413,126,381,113,222,97,,,,,,,3,2
59,0,0,19,1,0.0,0,0,0.0,0.0,90,0,0,0,0,0,0.0,0,1,0.00,0.01,0.01,1.47,5,7,2,14,2025-07-20T23:14:21.008067Z,,,449871,230,0,1.0,,5,Amadou,5.0,False,,,,,5.0,Onana,,a,5,Onana,435,140,435,140,432,139,436,140,404,127,184,78,,,,,,,3,2
60,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,2025-07-20T23:14:21.010840Z,,,577731,446,0,0.5,,0,Ben,0.0,False,,,,,0.0,Broggio,,a,0,Broggio,328,78,328,78,323,76,329,78,297,65,576,238,,,,,,,3,2
61,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,2025-07-20T23:14:21.013575Z,,,151589,420,0,0.5,,0,Leander,0.0,False,,,,,0.0,Dendoncker,,a,0,Dendoncker,180,15,179,15,171,12,181,15,150,1,492,186,,,,,,,3,2
62,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,2025-07-20T23:14:21.016288Z,,,559962,530,0,0.5,,0,Jamaldeen,0.0,False,,,,,0.0,Jimoh-Aloba,,a,0,Jimoh-Aloba,313,70,313,70,308,68,314,70,282,57,564,233,,,,,,,3,2
63,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,2025-07-20T23:14:21.018984Z,,,537403,407,0,0.5,,0,Kadan,0.0,False,,,,,0.0,Young,,a,0,Young,299,60,299,60,294,58,300,60,268,47,553,224,,,,,,,3,2
64,0,0,13,1,0.0,0,0,0.0,0.0,90,0,0,0,0,0,0.0,0,1,0.05,0.01,0.06,1.47,2,3,0,5,2025-07-20T23:14:21.021642Z,,,178301,6,0,2.3,,2,Ollie,2.0,False,,,,,2.0,Watkins,,a,2,Watkins,682,70,682,70,682,70,682,70,654,66,13,6,,,,,,,4,2
65,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,2025-07-20T23:14:21.024274Z,,,576756,391,0,0.5,,0,Zépiqueno,0.0,False,,,,,0.0,Redmond,,a,0,Redmond,325,16,325,17,320,17,326,17,294,15,574,48,,,,,,,4,2
66,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,2025-07-20T23:14:21.026938Z,0,0,69752,385,0,1.3,,0,Norberto,0.0,False,Has joined Botafogo permanently.,2025-08-11T01:25:12.553868Z,,,0.0,Murara Neto,,u,0,Neto,159,49,158,47,150,47,160,49,129,45,84,14,,,,,,,1,4
67,0,0,10,0,0.0,4,0,4.8,47.8,90,0,0,0,0,6,0.0,0,1,0.00,0.00,0.00,2.15,4,8,0,0,2025-07-20T23:14:21.029540Z,,,457569,368,0,1.3,,2,Đorđe,2.0,False,,,,,2.0,Petrović,,a,2,Petrović,5,1,241,59,235,59,12,1,213,56,519,72,,,,,,,1,4
68,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,2025-07-20T23:14:21.032234Z,,,444172,588,0,0.0,,0,Will,0.0,False,,,,,0.0,Dennis,,a,0,Dennis,79,26,78,24,69,24,80,26,47,22,429,48,,,,,,,1,4
69,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,2025-07-20T23:14:21.034895Z,,,568791,656,0,0.0,,0,Callan,0.0,False,,,,,0.0,McKenna,,a,0,McKenna,134,45,133,43,125,43,135,45,103,41,476,65,,,,,,,1,4
70,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,2025-07-20T23:14:21.045433Z,,,495145,666,0,0.0,,0,Alex,0.0,False,,,,,0.0,Paulsen,,a,0,Paulsen,106,39,105,37,97,37,107,39,75,35,455,60,,,,,,,1,4
71,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,2025-07-20T23:14:21.048226Z,0,0,477580,251,0,1.6,,0,Illia,0.0,False,Has joined Paris Saint-Germain permanently.,2025-08-12T13:14:36.028170Z,,,0.0,Zabarnyi,,u,0,Zabarnyi,450,197,450,197,447,195,451,197,417,186,171,56,,,,,,,2,4
72,0,0,0,0,14.6,4,0,4.2,25.0,90,0,0,0,0,0,2.0,0,1,0.00,0.05,0.05,2.15,11,2,3,14,2025-07-20T23:14:21.050937Z,,,221466,401,0,0.9,,2,Marcos,2.0,False,,,,,2.0,Senesi Barón,,a,2,Senesi,10,2,9,2,15,3,13,2,175,117,268,95,,,,,,,2,4
73,0,0,2,0,10.4,3,0,2.9,14.2,89,0,0,0,0,0,4.0,0,1,0.00,0.08,0.08,2.03,8,2,2,10,2025-07-20T23:14:21.053542Z,,,54469,472,0,0.9,,3,Adam,3.0,False,,,,,3.0,Smith,,a,3,Smith,19,6,13,3,13,2,17,4,126,81,204,70,,,,,,,2,4
